"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Jose Moreno","Mets","0","0","6.82","0","0","0","1.0","1","1","0","1","1","2.00","4.98","7.60","6.92","0.0","0.0","999.0","sa836384"
"Kiber Arvelaez","Angels","0","0","6.48","0","1","0","1.0","1","1","0","1","1","2.01","4.80","8.00","6.93","0.0","0.0","999.0","sa917195"
"Dylan Barrow","White Sox","0","0","6.75","0","1","0","1.0","1","1","0","1","1","1.91","5.78","7.05","6.93","0.0","0.0","999.0","sa829373"
"Tai Tiedemann","Rangers","0","0","7.03","0","0","0","1.0","1","1","0","0","1","1.99","4.20","6.84","6.93","0.0","0.0","999.0","sa918110"
"Andres Bonalde","","0","0","6.78","0","0","0","1.0","1","1","0","0","1","1.97","3.89","6.83","6.93","0.0","0.0","999.0","sa871445"
"Miguel Figueroa","","0","0","6.93","0","0","0","1.0","1","1","0","0","1","1.93","4.12","6.35","6.93","0.0","0.0","999.0","sa916836"
"John Parke","White Sox","0","0","6.79","0","0","0","1.0","1","1","0","0","1","1.87","3.82","5.72","6.93","0.0","0.0","999.0","sa3003988"
"Stanley Martinez","","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.90","4.55","6.33","6.93","0.0","0.0","999.0","sa737353"
"Carter Hope","Royals","0","0","6.86","0","1","0","1.0","1","1","0","0","1","1.94","3.63","6.54","6.94","0.0","0.0","999.0","sa737628"
"Daniel Gonzalez","Tigers","0","0","6.95","0","0","0","1.0","1","1","0","1","1","1.92","4.54","6.52","6.94","0.0","0.0","999.0","sa871449"
"Nivaldo Rodriguez","Astros","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.95","4.72","6.81","6.94","0.0","0.0","999.0","sa943525"
"Albinson Volquez","Braves","0","0","7.04","0","0","0","1.0","1","1","0","0","1","1.95","4.33","6.48","6.94","0.0","0.0","999.0","sa916715"
"Andres Jimenez","","0","0","6.92","0","0","0","1.0","1","1","0","0","1","1.95","4.26","6.62","6.94","0.0","0.0","999.0","sa917163"
"Jacob Schlesener","Cardinals","0","0","6.66","0","0","0","1.0","1","1","0","1","1","2.13","5.26","9.05","6.94","0.0","0.0","999.0","sa875595"
"Carlos Lopez","Braves","0","0","6.93","0","1","0","1.0","1","1","0","1","1","2.03","4.73","7.60","6.94","0.0","0.0","999.0","sa875328"
"Pierce Romero","Diamondbacks","0","0","6.92","0","1","0","1.0","1","1","0","1","1","2.07","4.89","8.04","6.95","0.0","0.0","999.0","sa875216"
"Tyler Mondile","Reds","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.93","4.52","6.55","6.95","0.0","0.0","999.0","sa918013"
"Zach Lewis","White Sox","0","0","6.92","0","0","0","1.0","1","1","0","0","1","1.91","4.33","6.26","6.95","0.0","0.0","999.0","sa829666"
"Sergio Pacheco","","0","0","6.93","0","0","0","1.0","1","1","0","0","1","1.94","3.87","6.36","6.95","0.0","0.0","999.0","sa919042"
"Brian Pirela","Cardinals","0","0","6.99","0","0","0","1.0","1","1","0","1","1","1.97","4.57","6.94","6.95","0.0","0.0","999.0","sa879199"
"Jhoan Quijada","White Sox","0","0","6.82","0","1","0","1.0","1","1","0","0","1","1.92","4.29","6.38","6.95","0.0","0.0","999.0","sa736624"
"Jhon Peluffo","Orioles","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.79","4.62","5.06","6.95","0.0","0.0","999.0","sa828540"
"Wilson Garcia","Rays","0","0","6.87","0","0","0","1.0","1","1","0","0","1","1.91","3.98","6.27","6.95","0.0","0.0","999.0","sa3003087"
"Jose Santiago","Mariners","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.86","4.89","6.13","6.95","0.0","0.0","999.0","sa737036"
"Deyvis Julian","Braves","0","0","6.96","0","1","0","1.0","1","1","0","1","1","2.00","4.82","7.34","6.95","0.0","0.0","999.0","sa872507"
"Carlos Gonzalez","Rockies","0","0","7.09","0","1","0","1.0","1","1","0","0","1","2.02","4.43","7.10","6.95","0.0","0.0","999.0","sa917900"
"Anderson Reynoso","","0","0","6.89","0","0","0","1.0","1","1","0","1","1","1.95","4.73","6.94","6.95","0.0","0.0","999.0","sa919025"
"Pedro Barrios","","0","0","6.92","0","0","0","1.0","1","1","0","0","1","1.93","3.95","6.33","6.95","0.0","0.0","999.0","sa916960"
"Ronny Carvajal","Rangers","0","0","6.92","0","1","0","1.0","1","1","0","1","1","2.01","4.93","7.48","6.95","0.0","0.0","999.0","sa737030"
"Luis Santos","Indians","0","0","6.80","0","1","0","1.0","1","1","0","1","1","1.95","4.96","7.15","6.96","0.0","0.0","999.0","sa873147"
"Harold Chirino","Brewers","0","0","7.03","0","0","0","1.0","1","1","0","1","1","1.99","4.70","6.99","6.96","0.0","0.0","999.0","sa917637"
"Michael Petersen","Brewers","0","0","7.03","0","0","0","1.0","1","1","0","1","1","2.02","4.87","7.34","6.96","0.0","0.0","999.0","sa658475"
"Jose Mora","Athletics","0","0","6.98","0","0","0","1.0","1","1","0","1","1","2.00","4.68","7.42","6.96","0.0","0.0","999.0","sa875839"
"Carson Sands","Cubs","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.96","5.10","7.47","6.96","0.0","0.0","999.0","sa828814"
"Williams Louico","Orioles","0","0","6.90","0","1","0","1.0","1","1","0","1","1","1.89","5.39","6.42","6.96","0.0","0.0","999.0","sa507190"
"Henry Feliz","","0","0","6.91","0","0","0","1.0","1","1","0","0","1","1.97","4.22","6.89","6.96","0.0","0.0","999.0","sa837994"
"Francisco German","Tigers","0","0","6.82","0","1","0","1.0","1","1","0","1","1","2.06","5.33","8.29","6.97","0.0","0.0","999.0","sa828467"
"Marvin Mateo","Reds","0","0","6.83","0","0","0","1.0","1","1","0","0","1","1.99","4.46","7.24","6.97","0.0","0.0","999.0","sa917891"
"Max Gooding","Dodgers","0","0","6.51","0","1","0","1.0","1","1","0","1","1","2.01","5.07","8.03","6.97","0.0","0.0","999.0","sa828424"
"Eugenio Palma","","0","0","6.64","0","1","0","1.0","1","1","0","1","1","1.98","5.06","7.67","6.97","0.0","0.0","999.0","sa829746"
"Connor Mayes","Royals","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.90","4.00","6.32","6.97","0.0","0.0","999.0","sa3004205"
"Michael McCormick","White Sox","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.97","4.69","7.02","6.97","0.0","0.0","999.0","sa3004114"
"Rafael Encarnacion","Mets","0","0","6.57","0","1","0","1.0","1","1","0","1","1","2.09","5.44","8.87","6.97","0.0","0.0","999.0","sa828543"
"Jose Gomez","Diamondbacks","0","0","7.06","0","0","0","1.0","1","1","0","1","1","1.96","4.51","6.80","6.97","0.0","0.0","999.0","sa917974"
"Angel De Jesus","","0","0","6.92","0","0","0","1.0","1","1","0","0","1","1.94","4.48","6.68","6.97","0.0","0.0","999.0","sa921876"
"Pablo Ochoa","","0","0","6.82","0","0","0","1.0","1","1","0","0","1","1.98","4.26","7.03","6.97","0.0","0.0","999.0","sa873456"
"Rafael Lara","","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.97","4.61","7.08","6.97","0.0","0.0","999.0","sa873343"
"Noel Ovalles","","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.92","4.75","6.61","6.97","0.0","0.0","999.0","sa873189"
"Yohander Quintana","Rockies","0","0","7.22","0","0","0","1.0","1","1","0","0","1","1.99","4.22","6.61","6.98","0.0","0.0","999.0","sa828516"
"Sam Pastrone","Angels","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.90","4.52","6.59","6.98","0.0","0.0","999.0","sa875758"
"Nick Gruener","Orioles","0","0","6.96","0","1","0","1.0","1","1","0","0","1","1.98","4.36","6.77","6.98","0.0","0.0","999.0","sa918503"
"Jose Salas","Reds","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.90","4.55","6.33","6.98","0.0","0.0","999.0","sa737489"
"Andy Ravel","Blue Jays","0","0","7.02","0","0","0","1.0","1","1","0","0","1","1.78","4.00","4.89","6.98","0.0","0.0","999.0","sa738700"
"Hector Lopez","Rays","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.93","4.81","7.00","6.98","0.0","0.0","999.0","sa655977"
"Luis Moreno","","0","0","6.99","0","0","0","1.0","1","1","0","0","1","1.95","3.91","6.52","6.99","0.0","0.0","999.0","sa3002928"
"Israel Cruz","","0","0","6.89","0","0","0","1.0","1","1","0","1","1","2.00","4.93","7.51","6.99","0.0","0.0","999.0","sa830240"
"Edward Perez","Dodgers","0","0","6.62","0","1","0","1.0","1","1","0","1","1","2.06","5.41","8.59","6.99","0.0","0.0","999.0","sa830766"
"Evin Einhardt","White Sox","0","0","6.99","0","0","0","1.0","1","1","0","0","1","1.94","3.68","6.19","6.99","0.0","0.0","999.0","sa829619"
"Arturo Mujica","Rays","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.99","4.66","7.66","6.99","0.0","0.0","999.0","sa829081"
"Jake Greenwalt","","0","0","7.03","0","0","0","1.0","1","1","0","0","1","1.94","4.15","6.38","6.99","0.0","0.0","999.0","sa918545"
"Luis D. Garcia","","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.93","4.28","6.57","6.99","0.0","0.0","999.0","sa3002983"
"Micah Miniard","Indians","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.92","3.52","6.13","6.99","0.0","0.0","999.0","sa829147"
"Travis MacGregor","","0","0","6.98","0","0","0","1.0","1","1","0","0","1","1.97","4.00","6.70","6.99","0.0","0.0","999.0","sa917950"
"Carlos Sanchez","Athletics","0","0","6.95","0","1","0","1.0","1","1","0","0","1","1.99","4.46","7.27","6.99","0.0","0.0","999.0","sa917794"
"Samir Vivas","Rangers","0","0","6.95","0","1","0","1.0","1","1","0","1","1","2.04","5.46","7.94","6.99","0.0","0.0","999.0","sa827957"
"Francisco Mena","","0","0","6.79","0","1","0","1.0","1","1","0","1","1","2.05","4.89","8.12","6.99","0.0","0.0","999.0","sa828435"
"Miguel Jerez","Braves","0","0","6.79","0","1","0","1.0","1","1","0","1","1","2.04","5.30","8.15","6.99","0.0","0.0","999.0","sa922562"
"Jose Gonzalez","","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.93","4.73","6.72","6.99","0.0","0.0","999.0","sa877017"
"Emilio Ferrebus","","0","0","6.96","0","0","0","1.0","1","1","0","0","1","1.96","4.37","6.85","6.99","0.0","0.0","999.0","sa871486"
"Alvaro Galindo","Blue Jays","0","0","6.97","0","0","0","1.0","1","1","0","0","1","1.99","3.93","7.02","7.00","0.0","0.0","999.0","sa873333"
"Ryan Hinchley","White Sox","0","0","6.54","0","1","0","1.0","1","1","0","1","1","2.10","6.14","9.18","7.00","0.0","0.0","999.0","sa875219"
"Joshua Javier","Diamondbacks","0","0","6.91","0","0","0","1.0","1","1","0","1","1","2.06","5.09","8.16","7.00","0.0","0.0","999.0","sa917392"
"Oliver Garcia","","0","0","6.98","0","0","0","1.0","1","1","0","0","1","1.95","4.18","6.67","7.00","0.0","0.0","999.0","sa917415"
"Michael Zimmerman","Rockies","0","0","6.86","0","1","0","1.0","1","1","0","1","1","2.14","4.90","8.66","7.00","0.0","0.0","999.0","sa875334"
"Francis Jones","Reds","0","0","6.73","0","1","0","1.0","1","1","0","1","1","2.06","5.65","8.50","7.00","0.0","0.0","999.0","sa917760"
"Fauris Guerrero","","0","0","6.91","0","1","0","1.0","1","1","0","1","1","1.95","4.82","7.04","7.00","0.0","0.0","999.0","sa877605"
"Ronald Sanchez","Mets","0","0","6.94","0","0","0","1.0","1","1","0","1","1","2.01","4.83","7.57","7.01","0.0","0.0","999.0","sa739207"
"John Valek","Rockies","0","0","7.11","0","0","0","1.0","1","1","0","0","1","1.96","3.96","6.30","7.01","0.0","0.0","999.0","sa921352"
"Gilmael Troya","","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.91","4.83","6.44","7.01","0.0","0.0","999.0","sa872841"
"Carlos Sanabria","Astros","0","0","6.99","0","0","0","1.0","1","1","0","1","1","1.87","5.28","6.34","7.01","0.0","0.0","999.0","sa828581"
"Miguel De Los Santos","","0","0","6.96","0","0","0","1.0","1","1","0","0","1","1.97","4.36","6.93","7.01","0.0","0.0","999.0","sa917357"
"Kyle Cedotal","Rockies","0","0","6.93","0","1","0","1.0","1","1","0","1","1","2.12","4.76","8.36","7.01","0.0","0.0","999.0","sa918411"
"Omar Herman","Diamondbacks","0","0","7.08","0","0","0","1.0","1","1","0","1","1","2.05","4.84","7.81","7.02","0.0","0.0","999.0","sa917870"
"Jean Casanova","","0","0","6.95","0","0","0","1.0","1","1","0","1","1","1.99","5.12","7.48","7.02","0.0","0.0","999.0","sa918959"
"Jonas De La Cruz","","0","0","7.01","0","0","0","1.0","1","1","0","1","1","1.99","4.61","7.18","7.02","0.0","0.0","999.0","sa3002680"
"Joel Romero","Mets","0","0","6.75","0","1","0","1.0","1","1","0","1","1","2.11","4.78","8.68","7.02","0.0","0.0","999.0","sa873485"
"Juan Jimenez","","0","0","6.82","0","1","0","1.0","1","1","0","1","1","2.05","5.73","8.44","7.02","0.0","0.0","999.0","sa597161"
"Carlos Hernandez","Royals","0","0","7.05","0","0","0","1.0","1","1","0","0","1","1.93","4.27","6.61","7.03","0.0","0.0","999.0","sa3004199"
"Jose Martinez","Diamondbacks","0","0","6.90","0","1","0","1.0","1","1","0","1","1","2.13","6.38","9.45","7.03","0.0","0.0","999.0","sa657500"
"Paul Covelle","Mariners","0","0","6.85","0","1","0","1.0","1","1","0","1","1","1.99","4.67","7.33","7.03","0.0","0.0","999.0","sa856545"
"Chris Oliver","Phillies","0","0","6.99","0","0","0","1.0","1","1","0","1","1","1.91","4.59","6.25","7.03","0.0","0.0","999.0","sa599336"
"Richard Reina","Mets","0","0","6.83","0","1","0","1.0","1","1","0","1","1","2.05","5.00","8.13","7.03","0.0","0.0","999.0","sa657682"
"Richard Morban","Athletics","0","0","7.11","0","0","0","1.0","1","1","0","0","1","1.95","4.32","6.65","7.03","0.0","0.0","999.0","sa885669"
